driver_id,driver_response_time
100085508914,8.411714285714286
100311466372,4.759
100370651480,1.2790000000000001
100378484685,1.634
100407775950,1.0918571428571429
100485838940,0.9802
100627664390,4.488166666666666
100680487454,0.9595714285714285
100778778937,5.775571428571429
100810840927,5.541666666666667
100854699543,8.458
100960214570,5.7825
100995600755,0.6204999999999999
101007912398,3.6178947368421057
101174402474,12.706333333333331
101238840259,0.73375
101253645388,8.552999999999999
101296379830,11.0715
101329067650,7.565
101361813712,4.323
101395696458,4.59857142857143
101502447235,10.684
101526141084,3.8440000000000003
101559921902,7.824777777777778
101563653512,2.533
101636547727,9.17075
101720554358,2.383083333333333
101726619774,15.02
101773403730,3.7036000000000002
101789339368,5.3925
101802097495,0.9541111111111111
101853970143,1.3477500000000002
101885440907,14.164
101933414387,4.239
102075977289,0.9231111111111111
102103219056,5.934090909090909
102200815507,2.568142857142857
102398437502,8.6234
102439744501,0.723
102644866539,3.5716
102654765125,9.005428571428572
102853674439,8.05775
102951300812,5.026999999999999
102986043913,0.7318888888888888
103072925958,0.4575000000000001
103199965380,13.276
103317127411,3.896299999999999
103329457793,12.086500000000001
103347123015,7.158
103539144205,6.0164210526315784
103559483757,0.5508333333333334
103566333307,0.8542
103569594284,1.358
103611584827,10.676124999999999
103646111240,2.0425
103666382946,0.8122499999999999
103695700982,1.471
103967396294,4.2915
104081195708,8.3105
104110055675,2.4356666666666666
104132800109,1.973
104232960812,5.212124999999999
104315146729,1.24
104335532596,0.7255
104463582857,0.511
104490231920,2.3
104606922737,7.194000000000001
104723935488,10.4815
104766506668,1.4165714285714286
105085010689,1.543
105085814836,3.76525
105153612614,2.5455
105246016894,15.02
105405240559,7.397857142857143
105429413683,5.965
105499698035,7.065
105598579482,1.611
105665193623,0.818
105682521978,0.6872
105736483561,0.7268888888888889
105796162403,0.9376666666666668
105896713702,0.7679999999999999
106034375474,0.8551666666666667
106036198731,5.950571428571428
106080050422,1.0215999999999998
106150968097,6.039
106255152380,1.118
106274956521,1.651
106283402817,3.463399999999999
106341168477,0.58325
106397579461,8.0845
106421157097,1.202
106453581840,11.881499999999999
106794179490,12.8945
106868597720,0.6143333333333333
106943107985,12.674699999999998
106997326322,10.944
107007710507,0.484
107097053103,8.448
107164933621,1.124
107166613259,3.7693333333333334
107336845149,4.445
107376125399,5.716333333333334
107486437738,0.68825
107521428267,2.71475
107618524014,10.393
107625959284,2.4215
107665431979,1.1305
107679527050,0.859
107679861983,0.577
107772750229,0.637
107997459082,1.0005000000000002
108144406080,0.887
108212754051,0.739
108367253557,0.872
108397963520,0.373
108442445101,5.39525
108466096980,1.4555
108472132304,0.722
108483507518,7.668
108499138373,1.189
108549934594,1.208
108638758100,5.687
108653740588,5.817
108798621359,0.826
108812514505,0.584
108881372484,0.7496666666666666
108934694190,2.7765
109086923255,10.072666666666667
109110055630,7.819
109182191855,0.5105
109200577575,0.7777777777777777
109292035269,0.822625
109325126270,5.399666666666666
109376741822,0.564
109467317892,4.914
109505331939,0.7804
109707459591,9.829
109838440729,8.376333333333333
109864536820,15.024
109865256628,1.7648333333333335
109886863956,2.25475
109974974802,7.8085
110152772198,1.0743333333333334
110235320916,0.9922499999999999
110248528703,2.6635
110283102582,10.281
110437042187,1.779
110623179552,0.672
110717344180,5.409705882352942
110774820109,1.069
110850501807,7.4375
110855195560,1.6340000000000001
110884542913,7.5996
110896567916,1.6
110935422744,0.9935
111040047780,15.019200000000001
111258827905,0.421
111272212415,0.6898333333333334
111299858813,1.748
111417130720,0.6777500000000001
111517325330,8.837125
111541660780,9.663499999999999
111643881540,6.6
111829939005,7.7096
111868339251,3.4544000000000006
111910874923,0.8420000000000001
111927613889,0.6745
111946478484,4.698
112033701103,10.588
112064194187,3.671857142857143
112112742740,0.827
112164840543,6.839666666666667
112245771976,1.9226666666666665
112594348688,1.0936666666666666
112617522468,0.52
112674682810,7.184875
112932608595,15.013
112936329470,0.957
113028261601,5.114666666666667
113247672699,4.202714285714285
113309370831,0.663
113341457191,0.697
113344836710,3.60225
113383598152,0.659
113454731726,0.7789999999999999
113489021830,1.385
113712741666,3.953
113724114148,1.0611428571428572
113785406920,1.1473333333333333
113945465643,1.2013
114128846550,0.8739999999999999
114208042116,0.8958
114329854747,15.017
114418757102,7.4585
114524565471,3.9621250000000003
114528828148,0.7174999999999999
114552885150,0.837
114603672120,0.627
114666882468,2.568
114673569625,0.9686666666666667
114679151534,1.012
115103187953,2.393
115132067432,2.9204999999999997
115147367863,0.9588571428571429
115182444213,8.272333333333334
115185777483,1.568
115327875277,1.5246666666666666
115387597304,1.588
115577505693,7.7645
115610488823,1.411
115712471500,1.5245000000000002
115737812783,4.304333333333333
115866954859,4.370272727272726
115885862902,9.1588
115909242126,0.7537
115996675820,0.7902000000000001
116111596270,0.802
116228497199,0.949
116319577146,9.282
116371761917,8.171
116402150440,0.824
116438246475,6.1815
116618543436,0.542
116698788186,3.8520000000000003
116774120554,0.404
116868723551,4.5535
116878917990,0.6193333333333334
116991143940,0.9446153846153847
117159514589,1.12625
117163723440,4.943999999999999
117202038490,11.853833333333334
117236161811,5.5425
117513123362,0.555
117589333719,2.522
117640047448,0.4864
117657959535,0.5646666666666668
117658968911,8.308000000000002
117844990183,1.094
118007879800,1.655
118013534981,1.0064999999999997
118083630674,3.169333333333333
118085786318,1.185
118114514777,0.752
118297692272,8.7382
118398897843,2.226
118556878692,6.990888888888889
118570965129,0.59
118681775247,4.488666666666667
118817227842,4.305666666666666
118853593776,5.997000000000001
119088552252,0.9472000000000002
119136043509,3.1425
119245369505,0.726
119413677359,3.3821999999999997
119435314108,5.309384615384616
119681921167,5.903333333333333
119691469349,0.8381111111111111
119771561221,5.565333333333332
119784433861,3.93525
119794370200,0.8125000000000001
119820653640,9.656500000000001
120632326791,0.715
120634756038,0.77325
120820853070,3.981
121198954058,1.133
121233712830,0.743
121467110807,0.971
121639825183,1.2246666666666666
121805700431,0.6665
121834729572,3.8445
121873047076,10.134833333333333
122023523252,2.4408333333333334
122297675995,3.703
122444448603,1.144
122523085469,0.8660000000000001
122550888781,5.63375
122615548701,0.858
122646499650,0.8142500000000001
122700678594,3.579
122703091513,1.362
122707667378,1.8544999999999998
122742699090,3.4965
122770128726,1.5822500000000002
122780671853,7.814333333333334
122812838800,3.2207999999999997
122843553824,3.7725
122849173216,0.8009999999999999
122875946339,3.3120000000000003
123048682810,7.579000000000001
123102724003,1.100125
123394067416,0.5599999999999999
123412403717,1.279
123451305973,5.2120000000000015
123584369014,0.6816666666666666
123610247725,3.3770000000000002
123648112574,1.3124999999999998
123735600860,15.021
123824694023,1.231
123926503400,9.062750000000001
124008367890,5.056333333333334
124097183321,0.7683333333333334
124323419784,9.205857142857143
124398520803,3.180428571428571
124422844031,0.8336666666666667
124705515070,0.8667999999999999
124830630003,9.561333333333334
125111652829,0.42040000000000005
125229281120,6.168200000000001
125268104300,0.581
125301057407,7.897
125369786488,0.5934999999999999
125457462439,4.7787500000000005
125521441025,8.509
125665735386,0.975
125708778128,9.243666666666668
125710205054,0.457
125764881521,5.998
125858220679,0.756
126040659455,7.865333333333333
126044130072,0.621
126068040366,3.441
126116822689,5.854
126141681943,4.9695
126147344559,6.3735
126223531630,8.2285
126268129540,1.121
126344975500,15.02
126585513344,1.2462499999999999
126736845654,7.365
126753790141,1.1683333333333332
126780064584,15.022
126914329725,7.152
126976012346,0.402
127237826962,1.6119999999999999
127279233329,0.7525
127689364006,0.96
127745328232,4.420000000000001
127820204330,6.800000000000001
127836492738,2.9606666666666666
127879794882,2.1325
127880294152,0.8018181818181819
127965423373,1.068
127965863758,7.9155
127997138531,0.7018333333333334
128160446770,1.0496666666666667
128209475106,4.422000000000001
128210482042,2.088
128287563098,4.1474
128355112335,2.5458000000000003
128413149800,13.314
128484364213,4.906000000000001
128502411333,4.501
128604106549,0.9246666666666665
128608547879,0.46642857142857136
128703958516,15.017
128746801571,0.8333333333333334
128781368616,0.629
128827584889,3.1456666666666666
129064506020,1.3813333333333333
129172585047,1.091
129172981302,8.504999999999999
129203213113,1.743857142857143
129360604081,5.308666666666666
129469303960,6.684
129508979863,10.389999999999999
129660651632,0.7517272727272727
129667653448,4.673
129793999262,8.152125
129893255449,6.188833333333334
129912260231,1.965
129999767166,0.5155
130102609437,10.48
130885652322,2.847
130999156150,0.8109999999999999
131119237276,6.46525
131162170673,3.0474
131587158325,5.24857142857143
131595575439,0.812
131606234827,1.616
131622483256,0.8245
131864101928,4.7815
131885232121,0.722
131917914567,1.529
131929003911,1.2572222222222222
131996752816,7.7535
132025926800,9.454
132085293174,9.269666666666668
132151249613,8.744
132362227590,0.6166666666666667
132369138370,0.8129230769230771
132411310910,0.6153333333333334
132484844422,9.866
132826198907,14.22025
133001419374,1.0156666666666665
133075814214,15.015
133135124023,1.809
133189836236,0.46199999999999997
133263744363,1.1875
133288723793,9.918
133331307000,2.0771111111111114
133528210580,2.17
133705938846,4.406
133712757429,8.020999999999999
